Index,Type,ID,flux,wave,dwave_nn,index_other,dwave_mean,mutual
100,Med Neb?,UIL,0.0526253075397695,4724.8177,10.686899999999696,91,15.994200000000092,False
105,"Fe, Ni?",UIL,0.0152820553769277,4732.5416,3.4680000000007567,110,14.312800000000152,True
157,"Fe, Ni?",UIL,0.0489265399637149,4795.8567,21.146899999999732,174,46.08924999999999,True
809,Deep Neutral??,UIL,0.0254101854010146,5611.6303,90.84320000000025,737,181.81730000000016,True
1146,Deep Neutral?,UIL,0.0296481150218546,6033.0107,16.52559999999994,1160,61.44369999999981,True
1153,Deep Neutral?,UIL,0.0398245570571229,6040.8426,8.693699999999808,1160,61.44369999999981,True
1190,Neutral?,UIL,0.0058225635875927,6086.6675,18.302300000000287,1204,127.22389999999996,True
1268,Deep Neutral,UIL,0.0114499466500122,6184.5268,79.55699999999979,1204,127.22389999999996,False
1300,Deep Neutral,UIL,0.0444335229238367,6225.3705,78.61359999999968,1363,105.30430000000024,False
1322,Deep Neutral?,UIL+,0.0206601484616508,6252.2912,51.69290000000001,1363,105.30430000000024,False
1332,Deep Neutral?,UIL,0.0276228755131267,6265.2584,38.72569999999996,1363,105.30430000000024,False
1339,Deep Neutral,UIL+,0.0834580330757942,6274.2527,29.731399999999667,1363,105.30430000000024,False
1470,Deep Neutral?,UIL,0.0419444881077665,6437.837,63.15720000000056,1420,92.16240000000016,False
1484,Deep Neutral?,UIL,0.0249831072221702,6454.8985,80.21870000000035,1420,92.16240000000016,False
1490,Deep Neutral?,UIL,0.0539664489701676,6462.9304,88.2506000000003,1420,92.16240000000016,False
1498,Deep Neutral?,UIL,0.0392834625318902,6471.4864,80.3085000000001,1561,95.89935000000014,False
1512,Deep Neutral?,UIL,0.0234912323168859,6489.972,61.82290000000012,1561,95.89935000000014,False
1524,Deep Neutral?,UIL,0.0552766707134095,6505.4555,46.33939999999984,1561,95.89935000000014,False
1547,Neutral?,UIL+,0.0617775349379903,6533.0039,18.791000000000167,1561,95.89935000000014,False
1616,Deep Neutral?,UIL,0.007559863509679,6618.7711,31.59770000000026,1590,52.1909999999998,False
1626,Deep Neutral?,UIL,0.0691576777660742,6632.5173,38.34319999999934,1657,47.35900000000038,False
1632,Deep Neutral?,UIL,0.0690803785481838,6640.5436,30.316899999999805,1657,47.35900000000038,False
1640,Deep Neutral?,UIL,0.0438866309572623,6649.4339,21.42659999999978,1657,47.35900000000038,False
1648,Deep Neutral?,UIL,0.0371074895482761,6659.6846,11.175900000000183,1657,47.35900000000038,False
1682,Deep Neutral?,UIL,0.0333971270895379,6703.0932,17.17029999999977,1696,26.3788499999996,False
1744,Deep Neutral,UIL,0.0646820530502213,6780.618,17.87159999999949,1759,136.07675000000015,True
1801,Deep Neutral?,UIL,0.0463022315163366,6851.4393,52.94970000000012,1759,136.07675000000015,True
1913,Deep Neutral?,UIL,0.0711751873530131,6991.2298,15.572799999999916,1925,135.36484999999993,True
1931,Deep Neutral?,UIL,0.0634607254075533,7014.0209,7.218300000000454,1925,135.36484999999993,True
1936,Deep Neutral?,UIL,0.0245946786522711,7019.7787,12.97609999999986,1925,135.36484999999993,True
1944,Deep Neutral?,UIL,0.0378534270009182,7029.5474,22.744800000000396,1925,135.36484999999993,True
1954,Deep Neutral?,UIL,0.0476820225556798,7041.8422,27.3770999999997,1975,66.48419999999987,True
1958,Deep Neutral?,UIL,0.0459679123989607,7047.5264,21.69290000000001,1975,66.48419999999987,True
1969,Deep Neutral?,UIL,0.0858678361935267,7060.5535,8.665799999999763,1975,66.48419999999987,True
1987,Neutral?,UIL,0.0237869018253166,7083.4766,14.257300000000214,1975,66.48419999999987,True
1997,Deep Neutral,UIL,0.1176300848246832,7096.339,27.119700000000194,1975,66.48419999999987,True
2008,Deep Neutral,UIL,0.0971303322401549,7109.4219,30.349099999999453,2032,44.82930000000033,False
2012,Deep Neutral,UIL,0.0683421710173307,7115.5955,24.175499999999374,2032,44.82930000000033,False
2039,Deep Neutral,UIL,0.0697838014309863,7148.0009,8.22990000000027,2032,44.82930000000033,True
2066,Deep Neutral,UIL,0.0900439264400544,7182.5846,8.229600000000573,2060,47.0617000000002,True
2071,Deep Neutral??,UIL,0.0754150494543003,7188.7929,14.437900000000809,2060,47.0617000000002,False
2079,Deep Neutral?,UIL,0.0318955897820173,7198.1896,23.834600000000137,2060,47.0617000000002,False
2082,Deep Neutral??,UIL,0.027588090865076,7203.0002,28.64520000000084,2060,47.0617000000002,False
2101,Neutral?,UIL,0.040458410643824,7226.2149,32.75280000000021,2127,46.45475000000033,False
2114,Deep Neutral,UIL+,0.07202354626936,7241.9484,17.01929999999993,2127,46.45475000000033,False
2154,"Fe, Ni?",UIL,0.0684407275201409,7294.6905,9.282199999999648,2148,28.37564999999995,True
2168,Deep Neutral??,UIL,0.0800839222148792,7309.7648,14.251000000000204,2179,24.48120000000017,False
2198,Deep Neutral?,UIL,0.0196881107966793,7348.1949,13.824200000000019,2187,28.88364999999976,False
2263,"Fe, Ni?",UIL,0.0222679721937707,7429.3168,13.717899999999645,2252,32.50244999999995,True
2294,Deep Neutral,UIL,0.108794784219813,7467.0071,5.528699999999844,2298,23.83550000000014,True
2314,Deep Neutral,UIL,0.077795865365324,7492.6007,11.50669999999991,2323,22.456350000000384,True
2345,Deep Neutral?,UIL+,0.0874292803949124,7530.5524,3.9791000000004715,2348,118.9998999999998,True
2426,Deep Neutral,UIL,0.2915320677931147,7633.0809,98.54939999999988,2348,118.9998999999998,False
2434,Deep Neutral,UIL,0.2700177629737751,7641.9567,107.42519999999968,2348,118.9998999999998,False
2454,Deep Neutral,UIL,0.187156866356184,7667.4675,87.98080000000027,2524,143.63664999999992,False
2489,Deep Neutral,UIL+,0.2110945016563869,7711.1915,44.25680000000011,2524,143.63664999999992,True
2501,Deep Neutral?,UIL+,0.0287321192898536,7725.4005,30.04780000000028,2524,143.63664999999992,True
2503,Deep Neutral?,UIL,0.0197113005620464,7728.9377,26.510599999999613,2524,143.63664999999992,True
2516,Deep Neutral?,UIL,0.0986859790001987,7744.1426,11.305699999999888,2524,143.63664999999992,True
2538,Deep Neutral,UIL,0.1496242311095108,7773.066,17.617699999999786,2524,143.63664999999992,True
2549,Deep Neutral,UIL,0.1165594906569015,7786.3967,30.94840000000022,2524,143.63664999999992,True
2556,Deep Neutral,UIL+,0.1161111551931373,7794.6572,27.14760000000024,2577,61.690900000000056,True
2565,Deep Neutral,UIL,0.0778866919463452,7808.9397,12.865099999999984,2577,61.690900000000056,True
2594,Deep Neutral,UIL,0.2575455341671626,7842.0582,20.25340000000051,2577,61.690900000000056,True
2602,Deep Neutral,UIL+,0.2078170148178349,7852.0805,26.7496000000001,2623,91.27489999999987,True
2614,Deep Neutral?,UIL+,0.0684426600005882,7866.9396,11.89050000000043,2623,91.27489999999987,True
2636,Deep Neutral,UIL,0.1335498587492066,7894.8667,16.036599999999453,2623,91.27489999999987,True
2657,Deep Neutral?,UIL+,0.0627978846141433,7920.4214,41.59130000000005,2623,91.27489999999987,True
2665,Deep Neutral?,UIL,0.0804452960585167,7931.0021,52.17199999999957,2623,91.27489999999987,True
2692,Deep Neutral,UIL+,0.1999576168388307,7963.8955,40.459100000000035,2724,85.66224999999986,True
2731,Deep Neutral,UIL+,0.1639168564974418,8013.2356,8.881000000000313,2724,85.66224999999986,True
2736,Medium Neb??,UIL,0.0995053507098367,8020.1727,15.818100000000413,2724,85.66224999999986,True
2754,Deep Neutral,UIL,0.0862292100371643,8042.796,7.358599999999569,2760,62.67465000000038,True
2779,Deep Neutral?,UIL,0.0282547966193805,8073.4513,23.296699999999873,2760,62.67465000000038,True
2790,Deep Neutral,UIL,0.0795293003265157,8087.5282,37.3735999999999,2760,62.67465000000038,True
2844,Deep Neutral,UIL,0.2902005887649528,8155.3283,25.624399999999696,2825,71.10609999999997,True
2877,Deep Neutral,UIL,0.0863393614226581,8196.2689,3.9020999999993364,2874,37.60429999999997,True
2889,Deep Neutral?,UIL,0.0382148008445557,8211.4411,3.4483000000000175,2892,8.078950000000077,True
2937,Deep Neutral,UIL,0.2245175108430511,8271.1876,23.84180000000015,2918,27.690599999999904,False
2942,Deep Neutral,UIL,0.2241580694798609,8277.2261,18.946900000000824,2957,31.78140000000076,False
2951,Deep Neutral,UIL+,0.1654473810116713,8288.0553,8.117700000000696,2957,31.78140000000076,True
2954,Deep Neutral,UIL,0.1047017906325174,8291.7815,4.3915000000015425,2957,31.78140000000076,True
2963,Deep Neutral,UIL+,0.2851278275908968,8303.9017,7.006900000000314,2969,11.393749999999272,True
2967,Deep Neutral?,UIL+,0.1819179118636636,8309.8816,1.0270000000000437,2969,11.393749999999272,True
2987,Deep Neutral?,UIL,0.093533986127805,8333.7476,5.659800000001269,2982,15.386600000000726,True
2991,Deep Neutral,UIL+,0.6535165752519675,8338.7118,10.623999999999796,2982,15.386600000000726,False
3034,Deep Neutral?,UIL,0.1064139683087893,8391.9295,3.8585999999995693,3037,19.419750000000025,True
3045,Deep Neutral??,UIL,0.0199547930984011,8405.3588,9.570700000000215,3037,19.419750000000025,True
3091,Deep Neutral,UIL+,0.6193136038159223,8464.0784,7.91610000000037,3098,27.65229999999974,True
3104,Deep Neutral,UIL,0.1529036504285101,8480.053,8.058499999999185,3098,27.65229999999974,True
3122,Deep Neutral,UIL,0.131683082637154,8502.5328,4.618299999998271,3126,25.484050000000025,True
3142,Deep Neutral,UIL,0.14868697809259,8527.4014,4.438799999999901,3138,13.30619999999999,True
3164,Deep Neutral,UIL,0.2882101339042756,8554.9433,4.795700000000579,3160,24.9058500000001,True
3172,Deep Neutral,UIL,0.1653720142742281,8565.1983,15.050699999999779,3160,24.9058500000001,True
3213,Deep Neutral,UIL,0.1047443052023571,8615.8171,5.928200000000288,3218,33.34639999999945,True
3221,Deep Neutral,UIL,0.05308330540577,8625.2298,3.4844999999986612,3218,33.34639999999945,True
3244,Deep Neutral,UIL+,0.243173677080894,8654.8978,15.02179999999862,3256,43.11274999999932,True
3252,Deep Neutral,UIL,0.5157171919992373,8664.4542,5.465399999999136,3256,43.11274999999932,True
3263,Deep Neutral,UIL+,0.0618393743123026,8679.3893,9.469700000001467,3256,43.11274999999932,True
3272,Deep Neutral,UIL+,0.1292191700668982,8690.1301,17.840699999998833,3286,23.55725000000075,False
3278,Deep Neutral??,UIL+,0.0573676145573442,8697.3942,10.576599999998507,3286,23.55725000000075,False
3280,Neutral?,UIL+,0.0142153261700405,8700.0259,7.944899999998597,3286,23.55725000000075,True
3315,Deep Neutral,UIL,0.0872379648306337,8743.4421,4.785600000001068,3311,11.702849999999671,True
3355,Deep Neutral,UIL,0.2665354332078136,8794.2041,12.377600000001621,3346,56.23570000000018,True
3372,Deep Neutral,UIL,0.1094421651696449,8814.9167,33.09020000000055,3346,56.23570000000018,False
3397,Deep  Neutral,UIL,0.0048775806488828,8845.4299,22.396500000000742,3414,119.1001500000002,True
3405,Deep Neutral,UIL,0.3093050904665599,8855.7089,12.117500000000291,3414,119.1001500000002,True
3412,Deep Neutral??,UIL,0.3499722089986879,8864.1533,3.6730999999999767,3414,119.1001500000002,True
3435,Deep Neutral?,UIL,0.1234236612055671,8893.5583,25.731900000000678,3414,119.1001500000002,True
3439,Deep Neutral,UIL,0.2813324359924792,8898.7561,30.929700000000594,3414,119.1001500000002,True
3481,Deep Neutral,UIL,0.1876554463115769,8951.0563,68.97049999999945,3536,99.38144999999986,False
3539,Deep Neutral,UIL,0.2463661347797666,9024.5041,4.477300000000469,3536,99.38144999999986,True
3548,Deep Neutral,UIL,0.3936269423022791,9034.3826,14.355800000001182,3536,99.38144999999986,True
3552,Deep Neutral??,UIL,0.0452374347898966,9039.867,19.84020000000055,3536,99.38144999999986,True
3564,Deep Neutral,UIL,0.130454025072697,9055.0937,11.495600000000195,3574,26.97215000000051,False
3570,Deep Neutral,UIL,0.2794714573217683,9062.3479,4.2413999999989755,3574,26.97215000000051,True
3591,Deep Neutral?,UIL,0.085914215724261,9089.2923,15.321199999998498,3579,29.94524999999976,False
3603,Deep Neutral,UIL,0.2781148560477922,9104.0346,22.445199999998295,3622,67.59994999999981,True
3615,Deep Neutral,UIL,0.0947707736140511,9118.8035,7.6762999999991735,3622,67.59994999999981,True
3640,Deep Neutral,UIL,0.1637873803074754,9150.4702,23.99040000000059,3622,67.59994999999981,True
3649,Deep Neutral?,UIL,0.0797863202260012,9160.5082,34.02840000000106,3622,67.59994999999981,True
3654,Deep Neutral?,UIL,0.0291765897927233,9168.1262,41.04479999999967,3687,44.61755000000085,False
3699,Neutral?,UIL,0.0285350062842331,9222.2947,6.579799999999523,3692,12.509500000000116,False
3736,Deep Neutral??,UIL,0.0367461157046386,9269.6641,20.51389999999992,3720,26.341997560975376,False
3762,Deep Neutral?,UIL,0.2498465320652809,9302.6743,53.524100000000544,3720,26.341997560975376,False
